drug_id,drug,target
762,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)C3:C:S:C(N):N:3)[C@H]2SC1,0
763,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSC3:N:N:N:N:3C)CS[C@H]12)C1:C:S:C(N):N:1,0
764,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSC3:N:N:N:N:3C)CS[C@@H]21,0
765,CO[C@@]1(NC(=O)CSC[C@@H](N)C(=O)O)C(=O)N2C(C(=O)O)=C(CSC3:N:N:N:N:3C)CS[C@@H]21,0
766,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSC3:N:C(C):C(CC(=O)O):S:3)CS[C@H]12)C1:C:S:C(N):N:1,0
767,O=C(O)C1=C(CSC2:N:N:N:N:2CS(=O)(=O)O)CS[C@@H]2[C@H](NC(=O)C(O)C3:C:C:C:C:C:3)C(=O)N12,0
768,NCC1:C:C:C:C:C:1CC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSC3:N:N:N:N:3CC(=O)O)CS[C@H]12,0
769,CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSC3:N:N:N:N:3C)CS[C@@H]21,0
770,CN(C)CCN1:N:N:N:C:1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CC3:C:S:C(N):N:3)[C@H]2SC1,0
771,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)C3:C(C4:C:C:C:C:C:4Cl):N:O:C:3C)[C@H]2SC1,0
772,CC1:C:C(=O):C(C(=O)N[C@@H](C(=O)NC2C(=O)N3C(C(=O)O)=C(CSC4:N:N:N:N:4C)CS[C@H]23)C2:C:C:C(O):C:C:2):C:[NH]:1,0
773,COCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)/C(=N\OC)C3:C:S:C(N):N:3)[C@H]2SC1.[Na+],0
774,C/C=C/C1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3:C:C:C(O):C:C:3)[C@H]2SC1.O,0
775,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CC3:C:C:C(C4=NCCCN4):C:C:3)[C@H]2SC1,0
776,COC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3C=CCC=C3)C2SC1,0
777,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3:C:C:C:C(NS(C)(=O)=O):C:3)[C@H]2SC1,0
778,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CN3:N:N:C(C):N:3)CS[C@H]12)C1:C:S:C(N):N:1,0
779,O=C(CN1:C:N:N:N:1)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSC3:N:N:C:S:3)CS[C@H]12,0
780,NC1:N:C(/C(=C/CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23):C:S:1.O.O,0
781,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSC(=O)C3:C:C:C:O:3)CS[C@H]12)C1:C:S:C(N):N:1,0
782,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(/C=C/SC3:N:[NH]:C(=O):C(=O):N:3CC=O)CS[C@H]12)C1:C:S:C(N):N:1,0
783,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS(=O)[C@H]12)C1:C:S:C(N):N:1,0
784,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)C1:C:S:C(N):N:1,0
785,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)C1:C:C:C:O:1,0
786,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CS[C@H]12)C1:C:C:C:O:1,0
787,COCCCC(=O)OC(C)OC(=O)C1=C(COC(N)=O)CS[C@@H]2[C@H](NC(=O)/C(=N\OC)C3:C:C:C:O:3)C(=O)N12,0
788,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSC3:C:N:N:S:3)CS[C@H]12)C1:C:S:C(N):N:1,0
789,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@H](NC(=O)CC#N)[C@@H]2SC1.[Na+],0
790,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3:C:C:C:C:C:3)[C@H]2SC1.O.O,0
791,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CCC[C@@H](N)C(=O)O)[C@H]2SC1,0
792,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CC3:C:C:C:S:3)[C@H]2SC1,0
793,CC(=O)C1=C(O)[C@@]2(O)C(=O)C3:C(:C(C):C4:C:C:C(C):C(O):C:4:C:3O)C[C@H]2[C@@H](N)C1=O,0
794,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,0
795,CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,0
796,CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)N(C)C1,0
797,COC(C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)C1:C:C:C(Cl):C(Cl):C:1,0
798,CN(C)[C@@H]1C(=O)/C(=C(/O)NCO)C(=O)[C@@]2(O)C(=O)C3=C(O)C4:C(O):C:C:C(Cl):C:4[C@@](C)(O)[C@H]3C[C@@H]12,0
799,CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O,0
800,CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,0
801,CC1:C2:O:C3:C(C):C:C:C(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C):C:3:N:C2:C(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C):C(N):C:1=O,0
802,CN(C)[C@@H]1C(=O)/C(=C(\N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)C4:C(O):C:C:C:C:4[C@@H](O)[C@H]3C[C@@H]12,0
803,CCOC(OCC)C(=O)OCC(=O)C1(O)CC2:C(O):C3:C(:C(O):C:2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)C1:C(OC):C:C:C:C:1C3=O,0
804,NCC1CCC(N)C(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)O1,0
805,CC1:O:N:C(C2:C(Cl):C:C:C:C:2Cl):C:1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,0
806,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](O)[C@H](O)[C@@H](N=C(N)N)[C@H](O)[C@H]3N=C(N)N)O[C@@H](C)[C@]2(O)CO)O[C@@H](CO)[C@H](O)[C@H]1O,0
807,COC1:C:C:C(C2:C:C(=O):C3:C(O):C:C(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O):C:C:3:O:2):C:C:1O,0
808,CNCC(O)C1:C:C:C(OC(=O)C(C)(C)C):C(OC(=O)C(C)(C)C):C:1,0
809,CCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2C(C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(=O)CC)[C@@H](C)C(=O)[C@]3(CO3)CC(C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@H]2C)C[C@@H]1OC,0
810,OCCN(CCO)C1:N:C(N2CCCCC2):C2:N:C(N(CCO)CCO):N:C(N3CCCCC3):C:2:N:1,0
811,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,0
812,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C4:C:C:C:C:C:4)C[C@@](O)([C@@H](OC(=O)C4:C:C:C:C:C:4)[C@@H]12)C3(C)C,0
813,C/C=C/C=C/C1OC(O)(C(CC)C(=O)NC/C=C/C=C(\C)C(OC)C(C)C2OC(/C=C/C=C/C=C(\C)C(=O)C3:C(O):N(C):C:C:C:3=O)C(O)C2O)C(O)C(OC2OC(C)C(OC3OC(C)C(OC)C(O)C3OC)C(OC)C2O)C1(C)C,0
814,CC[C@H]1CN2CCC3:C:C(OC):C(OC):C:C:3[C@@H]2C[C@@H]1C[C@H]1NCCC2:C:C(OC):C(OC):C:C:21.[Cl],0
815,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CCC=CC3)C(=O)N2[C@H]1C(=O)O,0
816,CCC(C)[C@H]1O[C@]2(CC[C@@H]1C)CC1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](OC4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.CO[C@H]1CC(O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4CC(C[C@]5(CC[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@@]45O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,0
817,COC1:C:C:C:C2:C:1C(=O)C1:C(O):C3:C(:C(O):C:1C2=O)C[C@](O)(C(=O)CO)C[C@H]3OC1CC(N)CC(C)O1,0
818,CN(CCN(C)CN/C(O)=C1\C(=O)[C@@H](N(C)C)[C@@H]2C[C@H]3C(=C(O)C4:C(O):C:C:C:C:4[C@@]3(C)O)C(=O)[C@]2(O)C1=O)CN/C(O)=C1\C(=O)[C@@H](N(C)C)[C@@H]2C[C@H]3C(=C(O)C4:C(O):C:C:C:C:4[C@@]3(C)O)C(=O)[C@]2(O)C1=O,0
819,CCNCC(O)C1:C:C:C:C(O):C:1,0
820,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1C1:C:C:C:C(Cl):C:1Cl,0
821,CC1(C)S[C@@H]2[C@H](NC(=O)C(OC3:C:C:C:C:C:3)C3:C:C:C:C:C:3)C(=O)N2[C@H]1C(=O)O,0
822,CC(C)C1:C:C:C:C:C:1OCC1=NCCN1,0
823,CC(C)(C(=O)O)C1:C:C:C(C(O)CCCN2CCC(C(O)(C3:C:C:C:C:C:3)C3:C:C:C:C:C:3)CC2):C:C:1,0
824,CC(C)(OC1:C:C:C(Cl):C:C:1)C(=O)N[C@@H](C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)C1:C:C:C:C:C:1,0
825,CO[C@@]1(NC(=O)CSC(F)(F)F)C(=O)N2C(C(=O)O)=C(CSC3:N:N:N:N:3CCO)CO[C@@H]21.[Na],0
826,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@](C)(F)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,0
827,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C([C@H]3CCCO3)S[C@H]12,0
828,CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](N=CC3:C:C:C:O:3)C3:C:C:C(O):C:C:3)C(=O)N2[C@H]1C(=O)O,0
829,CC(C)CC(OC(=O)C1:C:C:C:O:1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,0
830,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O,0
831,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,0
832,CO/N=C(\C(=O)N[C@@H]1C(=O)N(OCC(=O)OCC(=O)OC(C)(C)C)[C@H]1C)C1:C:S:C(N):N:1,0
833,CC(C)CC1NC(=O)C(CCCN)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(CC2:C:C:C:C:C:2)NC(=O)C(CC(C)C)NC(=O)C(CCCN)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(CC2:C:C:C:C:C:2)NC1=O,0
834,CC1:C(F):C(N2CCNC(C)C2):C:C2:C:1:C(=O):C(C(=O)O):C:N:2C1CC1,0
835,CN(C)C1C(=O)/C(=C(/O)NCN2CCN(C(=N)N=C(N)N)CC2)C(=O)C2(O)C(=O)C3=C(O)C4:C(O):C:C:C:C:4C(C)(O)C3CC12,0
836,CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](C4:C:C:C:C:C:4)NC3(C)C)C(=O)N2[C@H]1C(=O)O,0
837,CC(CC1:C:C:C:C:C:1)NO,0
838,CNC(C)C(O)C1:C:C:C(O):C:C:1,0
839,CC1:C:C(=O):O:C2:C:C(O):C:C:C:1:2,0
840,CC(=O)[C@]1(O)CC2:C(O):C3:C(:C(O):C:2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)C1:C:C:C:C:C:1C3=O,0
841,C[C@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCN=CN)C[C@H]12.O,0
842,CNC1C(O)C(OC2C(NC(=O)C(O)CN)CC(N)C(OC3OC(CN)C(O)C(O)C3O)C2O)OCC1(C)O,0
843,CC(C)(OC1:C:C:C:C:C:1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,0
844,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1OC(C)=O,0
845,CC1:O:C(=O):O:C:1COC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)C3:C:C:C:C:C:3)[C@H]2SC1(C)C,0
846,CNCC[C@@H](O)[C@@H]1C[C@H](SC2=C(C(=O)O)N3C(=O)[C@H]([C@@H](C)O)[C@H]3[C@H]2C)CN1,0
847,COC1:C:C:C:C2:C:1C(=O)C1:C(O):C3:C(:C(O):C:1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](NC(=O)[C@@H](N)CC(C)C)[C@H](O)[C@H](C)O1,0
848,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC2CC(C)(OC)C(O)C(C)O2)C(C)[C@@H](OC2OC(C)CC(N(C)C)C2O)[C@](C)(O)C[C@@H](C)/C(=N\OC)[C@H](C)[C@@H](O)[C@]1(C)O,0
849,CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,0
850,N[C@@H](C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CCC12)C1:C:C:C:C:C:1.O,0
851,CCCCC1:N:C(Cl):C(CO):N:1CC1:C:C:C(C2:C:C:C:C:C:2C2:N:N:[NH]:N:2):C:C:1,0
852,CN(C)[C@@H]1C(=O)/C(=C(/N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)C4:C(O):C:C:C(Cl):C:4[C@@](C)(O)[C@H]3C[C@@H]12.[Cl-].[H+],0
853,CC1(C)S[C@@H]2[C@H](N=CN3CCCCCC3)C(=O)N2[C@H]1C(=O)O,0
854,CC(CN(C)C)OC(C)(C1:C:C:C:C:C:1)C1:C:C:C(Cl):C:C:1,0
855,CC1OC(OC2CC(O)(C(=O)CO)CC3:C(O):C4:C(:C(O):C:32)C(=O)C2:C:C:C:C:C:2C4=O)CC(N)C1O,0
856,C[C@H](O)C1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)C12.O.O.O,0
857,C=NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)C1:C:C:C:C:C:1,0
858,C=C1C2:C:C:C:C(O):C:2C(O)=C2C(=O)[C@]3(O)C(=O)/C(=C(/N)O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,0
859,CNC(C)C(=O)C1:C:C:C(OC):C:C:1,0
860,COC1:C:C:C:C(OC):C:1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,0
861,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)C3:C:C:C:C:C:3)C(=O)N2[C@H]1C(=O)O,0
862,COCC(=O)O[C@]1(CCN(C)CCCC2:N:C3:C:C:C:C:C:3:[NH]:2)CCC2:C:C(F):C:C:C:2[C@@H]1C(C)C,0
863,CCC(=O)OC1CC(=O)OC(C)C/C=C/C=C\C(O)C(C)CC(CC=O)C(O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@H](OC(=O)CC)[C@@H](C)O3)[C@H](N(C)C)[C@H]2O)C1OC,0
864,CCC1NC(=O)C(NC(=O)C2:N:C:C:C:C:2O)C(C)OC(=O)C(C2:C:C:C:C:C:2)NC(=O)C2CC(=O)CCN2C(=O)C(CC2:C:C:C(N(C)C):C:C:2)N(C)C(=O)C2CCCN2C1=O,0
865,CCCCCC1CNC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)C1,0
866,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,0
867,CO[C@@]1(NC(=O)C(C(=O)O)C2:C:C:C(O):C:C:2)C(=O)N2C(C(=O)O)=C(CSC3:N:N:N:N:3C)CO[C@@H]21,0
868,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,0
869,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,0
870,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)CC2:C:C:C:C:C:2)C1C1:C:C:C:C([N+](=O)[O-]):C:1,0
871,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1C1:C:C:C:C:C:1[N+](=O)[O-],0
872,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1C1:C:C:C:C([N+](=O)[O-]):C:1,0
873,CN(C)[C@@H]1C(=O)/C(=C(\N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)C4:C(O):C:C:C([N+](=O)[O-]):C:4C[C@H]3C[C@@H]12,0
874,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](OC2:C:C:C3:C(=O):C(NC(=O)C4:C:C:C(O):C(CC=C(C)C):C:4):C(O):O:C:3:C:2C)OC1(C)C,0
875,COC1CC(O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](O)[C@@H](C)C(=O)[C@@]3(CO3)C[C@H](C)[C@H](OC3OC(C)CC(N(C)C)C3O)[C@H]2C)OC(C)C1O,0
876,CC1(C)S[C@@H]2[C@H]([NH+]3C(=O)C(C4:C:C:C(O):C:C:4)NC3(C)C)C(=O)N2[C@H]1C(=O)O,0
877,CO/N=C(\C(=O)NC1C(=O)N(OCC(=O)O)[C@H]1C)C1:C:S:C(N):N:1,0
878,CC(=O)O[C@H]1C(=O)[C@@]2(C)C([C@H](OC(=O)C3:C:C:C:C:C:3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4:C:C:C:C:C:4)C4:C:C:C:C:C:4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,0
879,CN(C)[C@@H]1C(=O)/C(=C(/O)NCN2CCCC(C(=O)O)C2)C(=O)[C@@]2(O)C(=O)C3=C(O)C4:C(O):C:C:C:C:4[C@@](C)(O)[C@H]3C[C@@H]12,0
880,CC(=O)OCOC(=O)C1N2C(=O)C(NC(=O)CC3:C:C:C:C:C:3)C2SC1(C)C,0
881,CC1(C)SC2C(NC(=O)CC3:C:C:C:C:C:3)C(=O)N2C1C(=O)O.[Na],0
882,CN(C)[C@@H]1C(=O)/C(=C(/O)NCNC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)C2:C:C:C:C:C:2)C(=O)[C@@]2(O)C(=O)C3=C(O)C4:C(O):C:C:C:C:4[C@@](C)(O)[C@H]3C[C@@H]12,0
883,CC(OC1:C:C:C:C:C:1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,0
884,CN(C)C1C(=O)/C(=C(/O)NCN2CCN(CCO)CC2)C(=O)C2(O)C(=O)C3=C(O)C4:C(O):C:C:C:C:4C(C)(O)C3CC12,0
885,COC1:C:C:C:C2:C:1C(=O)C1:C(O):C3:C(:C(O):C:1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O[C@H]2CCCCO2)[C@H](C)O1,0
886,CC1(C)SC2C(N(C(=N)C3:C:C:N:C:C:3)[C@H](C(=O)NC(=O)CN)C3:C:C:C:C:C:3)C(=O)N2C1C(=O)O,0
887,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)C3:C:C:C(C4:C:C:C(S(=O)(=O)N(CCO)CCO):C:C:4):[NH]:C:3=O)C3:C:C:C(O):C:C:3)C(=O)N2[C@H]1C(=O)[O-].[Na+],0
888,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)NC3:C:N:C(NC4:C:C:C(S(N)(=O)=O):C:C:4):[NH]:C:3=O)C3:C:C:C(O):C:C:3)C(=O)N2[C@H]1C(=O)O,0
889,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)C3:C:C:C:C:C:3)[C@H]2SC1(C)C,0
890,CNCC(O)C1:C:C:C:C(OC(=O)C(C)(C)C):C:1,0
891,CC1:C:N:N(C2:C(Cl):C:C:C:C:2Cl):C:1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,0
892,CC1NC(=O)C(NC(=O)C2:N:C:C:C:C:2O)C(C)OC(=O)C(C2:C:C:C:C:C:2)NC(=O)C2CC(=O)CCN2C(=O)C(CC2:C:C:C(N(C)C):C:C:2)N(C)C(=O)C2CCCN2C1=O,0
893,CCCNCC(O)COC1:C:C:C:C:C:1C(=O)CCC1:C:C:C:C:C:1,0
894,CCC(OC1:C:C:C:C:C:1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,0
895,NCC1OC(OC2C(N)CC(NC(CO)CO)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O,0
896,CC1(C)S[C@@H]2[C@H](NC(=O)C3:N:C4:C:C:C:C:C:4:N:C:3C(=O)O)C(=O)N2[C@H]1C(=O)O,0
897,CO[C@H]1/C=C/O[C@@]2(C)OC3:C(C):C(O):C4:C(:C:3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,0
898,CCN(CC)C(C)=NN=CC1:C2:C(O):C3:C(O):C(C):C4:C(:C:3:C:1O)C(=O)C(C)(OC=CC(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)C=CC=C(C)C(=O)N2)O4,0
899,CCN(CC)C1:N:C2:C(:S:1):C1:C(O):C3:C(O):C(C):C4:C(:C:3:2)C(=O)[C@@](C)(O/C=C/[C@H](OC)[C@@H](C)[C@@H](OC(C)=O)[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/C)C(=O)N1)O4,0
900,CCN(CC)C(=O)COC1:C:C2:C(O):C3:C(O):C(C):C4:C(:C:1:3)C(=O)[C@@](C)(O/C=C/[C@H](OC)[C@@H](C)[C@@H](OC(C)=O)[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/C)C(=O)N2)O4,0
901,COC1C=COC2(C)OC3:C(C):C(O):C4:C(O):C(:C(C=NN5CCN(C)CC5):C(O):C:4:C:3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,0
902,CO[C@H]1/C=C/O[C@@]2(C)OC3:C(C):C(O):C4:C(O):C(:C:C(O):C:4:C:3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,0
903,CO[C@H]1/C=C/O[C@@]2(C)OC3:C(C):C(O):C4:C(:C:3C2=O)C(=O)/C(=C/NN2CCN(C3CCCC3)CC2)C(=C4O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,0
904,CO[C@H]1/C=C/O[C@@]2(C)OC3:C(C):C(O):C4:C(O):C(:C5:C(:N:C6:C:C(C):C:C:N:6:5):C:4:C:3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,0
905,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(COC(N)=O)S[C@H]12.[Na+],0
906,CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@H]3C[C@@H]4O[C@H]5CC(=O)[C@H](C)O[C@H]5O[C@@H]4[C@H](C)O3)[C@H](C)O2)C2:C(O):C3:C(:C(O):C:2[C@H]1O[C@H]1C[C@H](N(C)C)[C@H](O)[C@H](C)O1)C(=O)C1:C:C:C:C(O):C:1C3=O,0
