drug,target
CCCCCCCCCC(=O)N[C@H]1[C@H](OC2:C3:C:C4:C:C:2OC2:C:C:C(:C:C:2Cl)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H]4NC(=O)[C@@H](CC5:C:C:C(:C(Cl):C:5)O3)NC(=O)[C@H](N)C3:C:C:C(O):C(:C:3)OC3:C:C(O):C:C4:C:3)C3:C:C:C(O):C(:C:3)C3:C(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O):C:C(O):C:C:3[C@H](C(=O)O)NC2=O)O[C@H](CO)[C@@H](O)[C@@H]1O,0
CO[C@@]1(NC(=O)C(C(=O)O)C2:C:C:S:C:2)C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@@H]21,0
CN1:C(=O):C2:C(:N:C:N:2CCNCC(O)C2:C:C:C(O):C(O):C:2):N(C):C:1=O,0
CC1(C)SC2C(NC(=O)CSC3:C:C:C:C:C:3)C(=O)N2C1C(=O)O,0
CC1(C)[C@H](NC(=O)/C(=N\OCC(=O)O)C2:C:S:C(N):N:2)C(=O)N1OS(=O)(=O)O,0
CC(C)C(=O)OCC1:C:C:C:C(OC(=O)[C@@H]2N3C(=O)[C@@H](NC(=O)CC4:C:C:C:C:C:4)[C@H]3SC2(C)C):C:1,0
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,0
CC1:C:C:C(C(=O)C2:C:C(O):C(O):C([N+](=O)[O-]):C:2):C:C:1,0
CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(C)=O)[C@@H](C)C(=O)[C@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,0
CCCC[C@@H]1CC(=O)[C@]2(O)O[C@@H]3[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@H]3O[C@@H]2O1,0
CC1:C:C:C(C(C)C):C(OCC2=NCCN2):C:1,0
CC[C@]1(O)C[C@H]2CN(CCC3:C(:[NH]:C4:C:C:C:C:C:3:4)[C@@](C(=O)OC)(C3:C:C4:C(:C:C:3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,0
C/C1=C/C(O)CC(=O)CC2:N:C(:C:O:2)C(=O)N2CCC=C2C(=O)OC(C(C)C)C(C)/C=C\C(=O)NC\C=C/1,0
[C-]#[N+]C(=C\C1:C:C:C(O):C:C:1)/C(=C/C1:C:C:C(O):C:C:1)[N+]#[C-],0
COC1:C:C:C:C2:C:1C(=O)C1:C(O):C3:C(:C(O):C:1C2=O)C[C@@](O)(/C(C)=N/NC(=O)C1:C:C:C:C:C:1)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.[Cl-].[H+],0
FC(F)(Cl)C(F)(F)Cl,1
C[C@H]1CCCC[C@@]1(C1:C:C:C:S:1)N1CCCCC1,1
CC(CC1:C:C:C:C:C:1)NCCN1:C:N:C2:C:1:C(=O):N(C):C(=O):N:2C.[Cl-].[H+],1
CC(=O)NCCCN1CCN(C2:C:C(Cl):C:C:C:2Cl)CC1,1
CC(=O)OC1CC[C@@]2(C)C([C@@H]1Br)[C@H](Br)C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C,1
CCC(Br)(CC)C(=O)NC(=O)NC(C)=O,1
CC(=O)OCC(=O)OCC/C(SC(=O)C1:C:C:C:O:1)=C(/C)N(C=O)CC1:C:N:C(C):N:C:1N,1
CC(=O)NC(CCC(N)=O)C(=O)O,1
CC(=O)NCC1(C2:C:C:C:C:C:2)CCN(CCCC(=O)C2:C:C:C(F):C:C:2)CC1,1
CC(=O)NC1:C:C:C(OC(=O)C2:C:C:C:C:C:2O):C:C:1,1
CC(=O)OCC/C(SC(C)=O)=C(/C)N(C=O)CC1:C:N:C(C):N:C:1N,1
CC(=O)SCC(CC1:C:C:C:C:C:1)C(=O)NCC(=O)OCC1:C:C:C:C:C:1,1
CCC[C@@](C)(O)[C@H]1CC23C=CC1(OC)[C@H]1OC4:C(OC(C)=O):C:C:C5:C:4C12CCN(C)C3C5,1
CCC(OC(C)=O)C(CC(C)N(C)C)(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1,1
CC(=O)OCC1=CO[C@@H](OC(=O)CC(C)C)[C@H]2C1=C[C@H](OC(=O)CC(C)(C)OC(C)=O)[C@]21CO1,1
C=CC1O[C@@H]2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)[C@]2(C(=O)CO)O1,1
O=C(COC1:C:C:C(Cl):C:C:1)OCCNC12CC3CC(CC(C3)C1)C2,1
O=C(NCCN1CCN(C2:N:C:C:C:N:2)CC1)C12CC3CC(CC(C3)C1)C2,1
CC(N)C(=O)OC(C)(C)CC1:C:C:C(Cl):C:C:1,1
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl,1
CCCN(CCC)C1CC2:C:C:C:C3:C:C(O):C:C(:C:2:3)C1,1
CC12CC(=O)[C@H]3C(CC[C@H]4C[C@H](O)CCC43C)[C@@H]1CCC2C(=O)CO,1
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C,1
CC(=O)C12OC(C)(C)OC1CC1C3CCC4=CC(=O)CCC4(C)C3CCC12C,1
COC1(F)C(F)(F)C1(F)Cl,1
C=CCN1CCC23C4:C5:C:C:C(O):C:4OC2C2(OC)C=CC3(CC2[C@](C)(O)CCC)C1C5,1
C=CCN1C(=O)OC(C)C1=O,1
CNC[C@@H]1CN(C2:C:C:C(OCC3:C:C:C:C(Cl):C:3):C:C:2)C(=O)O1,1
CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)C1COC2:C:C:C:C(OC):C:2C1.[Cl-].[H+],1
O=C1CCC2(CCC(=O)C3:C:C:C:C:C:32)C(=O)N1,1
CC(=O)NCCN1:C(C):C:C(C=O):C:1C,1
CC(CC#N)N(C)CC(=O)N(C)C1:C:C:C(Cl):C:C:1C(=O)C1:C:C:C:C:C:1F,1
CCC(=O)O[C@]1(C2:C:C:C:C:C:2)CCN(C)C[C@@H]1CC,1
CC[C@@H](O)C(C[C@@H](C)N(C)C)(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1,1
C=CCN1CCCC1CNC(=O)C1:C:C(S(=O)(=O)NC):C(N):C:C:1OC,1
O=C(O)CN1C(=O)C2:C:C:C:C3:C:C:C:C(:C:2:3)C1=O,1
CCC1(CC)O[C@@H]2C[C@H]3C4CCC5=CC(=O)C=CC5(C)[C@@]4(F)[C@@H](O)CC3(C)[C@]2(C(=O)CO)O1,1
CC12C[C@H](O)[C@@]3(F)C(CCC4=CC(=O)C=CC43C)[C@@H]1C[C@H]1O[C@@](C)(C3:C:C:C:C:C:3)O[C@]12C(=O)CO,1
CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,1
CCC(=O)O[C@]1(C(=O)COC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1
CC1:C:C:C:C(C):C:1NC(=O)C1:C:C:C(N):C:C:1,1
CC(C)N1:C:C2:C3:C(:C:C:C:C:3:1)C1C[C@@H](C(=O)NC3CCCCC3)CN(C)C1C2,1
CC(CC1:C:C:C:C:C:1)NC(C#N)C1:C:C:C:C:C:1,1
O=C(O)CCCCCC[NH2+]C1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21.[Cl-],1
CCN1CCCC1CNC(=O)C1:C:C(S(=O)(=O)CC):C(N):C:C:1OC,1
C[N+](C)([O-])CCC=C1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21,1
CC(C)CCOC(CN1CCCC1)C1:C:C:C:C:C:1,1
CCNC(=O)N1CCN(CCCC(C2:C:C:C(F):C:C:2)C2:C:C:C(F):C:C:2)CC1,1
NC1:C:C:C:C(N2:C:C:C:C:C:2=O):C:1,1
CN(C)C1:C:N:C:C:N:1,1
CCC(C)(C)O,1
CCOC(=O)C1(C2:C:C:C:C:C:2)CCN(CCC2:C:C:C(N):C:C:2)CC1,1
COC1:C:C:C(C(=O)N2CCCC2=O):C:C:1,1
COC1:C:C2:O:C(=O):C(C):C(C):C:2:C:C:1OCCCN1CCN(C2:C:C:C:C:C:2OC)CC1,1
CCCNC(=O)C1:C:C:C2:C(:C:1)N([C@H](C)CN1CCCC1)C1:C:C:C:C:C:1S2,1
C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,1
O=C1CCC2:C:C:C(OCCCCN3CCN(C4:C:C:C:C(Cl):C:4Cl)CC3):C:C:2N1,1
O=C1C(O)=C(O)OC1C(O)CO,1
CCN(CC)C1:C:C:C(NC(=O)C2:C:C:C:C:C:2N):C(C):C:1,1
CN1C2CCC1CC(OC(=O)C(C)(CO)C1:C:C:C:C:C:1)C2,1
C[N+]1([O-])C2CCC1CC(OC(=O)C(CO)C1:C:C:C:C:C:1)C2,1
CN(C(=O)CNC(=O)[C@@H](N)CCCCN)C1:C:C:C(Cl):C:C:1C(=O)C1:C:C:C:C:C:1,1
O=C1:[NH]:C2:C:C(Cl):C:C:C:2:N:1C1CCN(CC2COC3:C:C:C:C:C:3O2)CC1,1
NC1:C:C:C(S(=O)(=O)N2CC3CCC(CC3)C2):C:C:1,1
O=C(CCCN1CCN2CCCC2C1)C1:C:C:C(F):C:C:1,1
OC(C1:C:C:C:C:C:1)(C1:C:C:C:C:C:1)C1CCNCC1,1
O=C1NCCN1C1CCN(CCC2COC3:C:C:C:C:C:3O2)CC1,1
C1:C:C:C2:C(:C:1)CCN1CCNCC21,1
C1:C:C:C2:C(:C:1):C:C1:N:2CCCNC1,1
CN(CCC1:C:C2:C:C:C:C3:C:2:N:1C1:C:C:C:C:C:1CC3)CC1:C:C:C:C:C:1,1
O=C1:[NH]:C2:C:C:C:C:C:2:C(=O):N:1CCN1C[C@H]2C[C@H](C3:C:C:C(F):C:C:3)[C@H]2C1,1
CCN(CCO)CCN1:C(CC2:C:C:C:C:C:2):N:C2:C:1:C(=O):N(C):C(=O):N:2C,1
CCC1(CC)C(=O)NC(=O)NC1=O,1
CC1:N:C2:N(:N:1)C(N1CCN(C)CC1)=NC1:C:C:C:C:C:1C2,1
O=C(CCCl)NCC1:C:C:C:C:C:1,1
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1
COC[C@H]1CN(C2:C:C:C(OCC[C@@H](O)C(F)(F)F):C:C:2)C(=O)O1,1
CCC1(C)CC(=O)NC(=O)C1,1
C/C(=C(\CCOP(=O)(O)O)SC(=O)C1:C:C:C:C:C:1)N(C=O)CC1:C:N:C(C):N:C:1N,1
CC(=O)NC1:C:C:C(OC(=O)C2:C:C:C:C:C:2OC(C)=O):C:C:1,1
O=C1CNC(C2:C:C:C:C:C:2)=C2:C3:C(:S:C:2=N1)CCCC3,1
C/C(=C(\CCOC(=O)C1:C:C:C:C:C:1)SC(=O)C1:C:C:C:C:C:1)N(C=O)CC1:C:N:C(C):N:C:1N,1
C[N+](C)([O-])CC/C=C1/C2:C:C:C:C:C:2C=CC2:C(Cl):C:C:C:C:21,1
C1:C:C:C(CN2:C:C(CCC3:C:C:N:C:C:3):C3:C:C:C:C:C:3:2):C:C:1.[Cl],1
OCC1:C:C:C:C:C:1,1
CN1CCC2:C:C(Cl):C(O):C:C:2[C@@H](C2:C:C(Br):C:C3:C:2OCC3)C1,1
CCOC(=O)C[C@@H](O)C[C@@H](O)/C=C/C1=C(C2:C:C:C(F):C:C:2)C2:C:C:C:C:C:2OC12CCCC2,1
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)C1:C:C:C:C:C:1)C(=O)CO,1
CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1
O=C1CC2(CCCC2)CC(=O)N1CCNCC1COC2:C:C:C:C:C:2O1,1
O=C(O)CCCCC1SCC2NC(=O)NC21,1
O=C1C[C@H]2SC(C3(O)CN4C(=O)C[C@H]4S3)CN12,1
O=C(CCCN1CCN2CC3:[NH]:C4:C:C:C:C:C:4:C:3CC2C1)C1:C:C:C(F):C:C:1,1
C/C(=C(/CCOC(=O)C1:C:C:C:C:C:1)SS/C(CCOC(=O)C1:C:C:C:C:C:1)=C(\C)N(C=O)CC1:C:N:C(C):N:C:1N)N(C=O)CC1:C:N:C(C):N:C:1N,1
CC(=O)NCCC[C@H](NC(C)=O)C(=O)O,1
CCN1CCN(C2:C:C(C3:C:C:C(F):C:C:3):C3:C(:N:2)CCCCCC3)CC1,1
CC[C@]12CCN(CC3(O)CC3)[C@H](CC3:C:C:C(O):C:C:31)C2(C)C,1
CC1(C)OC(=O)NC2:C:C:C(Br):C:C:21,1
CC(C)C(Br)C(=O)NC(N)=O,1
BrC(Br)Br,1
CC1:C:C(Br):C:C(C(N)=O):C:1O,1
O=C1CC(C2:C:C:C:C(Br):C:2)C(=O)N1,1
CC1:N:N:C2:N:1C1:S:C(Br):C:C:1C(C1:C:C:C:C:C:1Cl)=NC2,1
NC1:N:C(=O):C2:N:C:N(CC[C@@H](O)CO):C:2:[NH]:1,1
CC(=O)NC1:C:C:C(OC(C)(C)C):C:C:1,1
CC(C)(C)[C@]1(O)CCN2C[C@H]3C4:C:C:C:C:C:4CCC4:C:C:C:C(:C:43)[C@@H]2C1.[Cl-].[H+],1
CCCC(=O)C1:C:C:C2:C(:C:1)N(CCCN1CCN(C)CC1)C1:C:C:C:C:C:1S2,1
CCCCC(CC)CNC(=O)CC(C)O,1
OC1:C:C:C2:C(:C:1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,1
C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2C3:C:C:C:C4:[NH]:C:C(:C:3:4)C[C@H]21,1
CC(NCCN1:C:N:C2:C:1:C(=O):N(C):C(=O):N:2C)C(O)C1:C:C:C:C:C:1,1
CN(C)C(=O)OC1N=C(C2:C:C:C:C:C:2)C2:C:C(Cl):C:C:C:2N(C)C1=O,1
CC12CCC(CC1=O)C2(C)C,1
CCCCC/C(=N/OCCN)C1:C:C:C(C):C(N):C:1,1
CCCCSC1:C:C:C(C(SCCN(C)C)C2:C:C:C:C:C:2):C:C:1,1
CCCCC1(CCOC(N)=O)C(=O)NC(=O)NC1=O,1
CN1C(=O)CN(C(N)=O)C(C2:C:C:C:C:C:2)C2:C:C(Cl):C:C:C:21,1
C#CC(OC(N)=O)C1:C:C:C:C:C:1,1
O=C(O)C1CCN1C12CC3CC(CC(C3)C1)C2,1
NC(=O)CN1CC2:C:C:C:C:C:2OC1=O,1
CC(C)NC(=O)OC1CCN(CCCC(=O)C2:C:C:C(F):C:C:2)CC1,1
NS(=O)(=O)C1:C:C:C(C(=O)O):C:C:1,1
C[C@H](N)C(=O)C1:C:C:C:C:C:1,1
O=C1CN(C(=O)CN2CC(C3:C:C:C(Cl):C:C:3)CC2=O)CCN1,1
OC1OC(COCCOC(O)C(Cl)(Cl)Cl)C(OC2OC(COCCOCCOC(O)C(Cl)(Cl)Cl)CC(OC(O)C(Cl)(Cl)Cl)C2O)C(OCCOCCOC(O)C(Cl)(Cl)Cl)C1O,1
COCC1:C(C(C)C):N:C(C(C)C):C(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O):C:1C1:C:C:C(F):C:C:1,1
CC1:C:C(C):C(=O):[NH]:N:1,1
CC(=O)C1:C:C:C(C(O)C(CO)NC(=O)C(Cl)Cl):C:C:1,1
CCOC(=O)OCC/C(SC(=O)OCC)=C(\C)N(C=O)CC1:C:N:C(C):N:C:1N,1
OC[C@@H](O)[C@H]1OC2O[C@H](C(Cl)(Cl)Cl)O[C@@H]2[C@H]1O,1
CC(CC(C)(C)O)OC(O)C(Cl)(Cl)Cl,1
CN1C(=O)CCS(=O)(=O)C1C1:C:C:C(Cl):C:C:1,1
O=C(O)C1:C:C(=O):C2:C:C:C:C:C:2:O:1,1
CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,1
ClC1:C:C:C:C:C:1C1=NCC2:N:N:C(C3CCCCC3):N:2C2:S:C(Br):C:C:21,1
CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1C3CC(C#N)=C4C=C(OCCCl)CCC4(C)[C@@]3(F)C(O)CC12C,1
CC(C)N[C@H]1C2CCC(CC2)[C@]1(O)C1:C:C:C(Cl):C(Cl):C:1,1
NNCC1CCCCC1,1
CC(C)C(O)C1CCCCC1,1
COCC1CN(C2:C:C:C(OCC3:C:C:C:C(C#N):C:3):C:C:2)C(=O)O1,1
COC1:C:C(/C=C/C(=O)N2CCCCCCC2):C:C(OC):C:1OC,1
N#CCCN1C(=O)C(O)N=C(C2:C:C:C:C:C:2F)C2:C:C(Cl):C:C:C:21,1
CN(C(=O)CNC1CC1)C1:C:C:C(Cl):C:C:1C(=O)C1:C:C:C:C:C:1Cl,1
CC1(C)O[C@@H]2C[C@H]3C4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)COC(=O)C2CC2)O1,1
CN1CCC2=C(CC1)C1:C:C(C#N):C:C:C:1SC1:C:C:C:C:C:12,1
COC1:C:C(N):C(Cl):C:C:1C(=O)NC1CCN(CC2:C:C:C:C:C:2)CC1,1
ClC1:C:C:C:C(Cl):C:1NC1=NCCO1,1
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@]2(C)[C@@]1(O)C(=O)CCl,1
CCCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@@]21C,1
NC(=O)C1(N2CCCCC2)CCN(CCCN2C3:C:C:C:C:C:3CCC3:C:C:C(Cl):C:C:32)CC1,1
C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(Cl)C(O)CC2(C)C1C(=O)CO,1
CC(=O)OCC(=O)[C@H]1[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)C3(Cl)[C@@H](O)C[C@@]21C,1
C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(Cl)C(O)CC2(C)C1C(=O)COC(=O)C(C)(C)C,1
CN(C)CCCN1:C(=O):N(C2:C:C:C:C:C:2):C2:C:C(Cl):C:C:C:2:1,1
CCN(CC)CCOC1(C2:C:C:C(Cl):C:C:2)CCCCC1,1
O=C(CCCN1CCC(O)(C2:C:C:C(Cl):C(C(F)(F)F):C:2)CC1)C1:C:C:C(F):C:C:1,1
O=C1:[NH]:C2:C:C:C:C:C:2:C(=O):N:1CCCN1CCN(C2:C:C:C:C(Cl):C:2)CC1,1
C[C@]12C[C@H](O)[C@H]3[C@@H](C=C(Cl)C4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,1
O=C(OCC(Cl)(Cl)Cl)OCC(Cl)(Cl)Cl,1
C#CCN(C)CCCOC1:C:C:C(Cl):C:C:1Cl,1
O=C(CCCN1CCC(C(=O)C2:C:C:C(Cl):C:C:2)CC1)C1:C:C:C(F):C:C:1,1
CN1CCN(C2CC3:C:C:C:C:C:3SC3:C:C:C(Cl):C:C:32)CC1,1
CCC1:C:C2:C(:S:1)N(C)C(=O)CN=C2C1:C:C:C:C:C:1Cl,1
CCC(=O)O[C@]1(C(=O)SCCl)[C@H](C)C[C@H]2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1
CNC(=O)CCN1CCN(CCC=C2C3:C:C:C:C:C:3SC3:C:C:C(Cl):C:C:32)CC1,1
CCC12CCN(CC3CCC3)C(CC3:C:C:C(O):C:C:31)C2(C)C,1
CC[C@H]1CC(=O)[C@@H]2OC3:C(OC):C:C:C4:C:3[C@@]23CCN(CC2CC2)C(C4)[C@H]13,1
CC1CC2C3CC(F)(F)C4=CC(=O)C=C[C@]4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,1
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(O)C(=O)CO,1
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,1
CC1=C[C@H]2[C@@H]3C[C@@H](C)[C@](O)(C(=O)COC(=O)C4:C:C:C:C(S(=O)(=O)O):C:4)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)CC3:C:N:N(C4:C:C:C:C:C:4):C:3C=C12,1
CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C=C(C)C4=CC5:C(:C:N:N:5C5:C:C:C:C:C:5)C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1
CN1C(=O)CCC1C1:C:C:C:N:C:1,1
CN(C)CC(=O)C=C1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21,1
CC1CC(OC(=O)C2CCC(=O)N2)CC(C)(C)C1,1
C/C=C/C(=O)N(CC)C(CC)C(=O)N(C)C,1
O=C(NC1:C:C:C:C:C:1)OCC1(COC(=O)NC2:C:C:C:C:C:2)CCCC1,1
CN(C)C1CCC2:[NH]:C3:C:C:C:C:C:3:C:2C1,1
CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,1
CN(C)CCC=C1C2:C:C:C:C:C:2C=CC2:C:C:C:C:C:21,1
CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@@H](O)C45CC4CC[C@]5(C)[C@H]3CC[C@]12C,1
C/C(=C1/CCOC(=O)S1)N(C=O)CC1:C:N:C(C):N:C:1N,1
NC(=O)C1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21,1
COC12C=CC3(CC1C(C)(C)O)[C@@H]1CC4:C:C:C(O):C5:C:4[C@]3(CCN1CC1CC1)[C@@H]2O5,1
CN(C)CCOC(=O)CCC1CCCCC1,1
OC(C1:C:C:C:C:C:1)(C1:C:C:C:C:C:1)C1CC1C1:C:C:N:C:C:1,1
O=C1NC(=O)C2(C3:C:C:C(Cl):C:C:3)CC12,1
CN(C)CC(=O)N1C2:C:C:C:C:C:2SC2:C:C:C:C:C:21,1
OC(C1=NCCN1)(C1:C:C:C(Cl):C:C:1)C1:C:C:C:C:N:1,1
CCCCCCCCCCOC1:C(OC):C:C(C(N)=O):C:C:1OC,1
CC1:C:C:C(CC2:C:C:C:C:C:2):C(N2CCNCC2):C:1,1
O=C1CN(O)C(C2:C:C:C:C:C:2)=C2:C:C(Cl):C:C:C:2=N1,1
CCCCN1:C(=O):C2:C(:N:C:N:2CC(C)=O):N(CCCC):C:1=O,1
CC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,1
NC1:N:C:C2:N:C:N(COCCO):C:2:N:1,1
CC(=O)[C@@]1(O)[C@H](O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1
CC1(C)O[C@@H]2C[C@H]3C4CCC5=CC(=O)C=CC5(C)[C@H]4C(O)CC3(C)[C@]2(C(=O)CO)O1,1
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,1
CC1:C:C:C:C(CC2:C:N:C:[NH]:2):C:1C,1
CC(=O)OCC(=O)[C@@]1(OC(=O)C2:C:C:C:O:2)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1
C1:C:C:C([C@@H]2CN3CCSC3=N2):C:C:1,1
C1:C:C:C(C2CN=C3NCCN32):C:C:1,1
C1:C:C:C(C2(C3:C:C:C:C:C:3)OC[C@H]([C@@H]3CCCCN3)O2):C:C:1,1
CC12CC(Cl)[C@@]3(Cl)C(CCC4=CC(=O)C=CC43C)C1CC[C@]2(O)C(=O)CO,1
CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(Cl)C(Cl)CC21C,1
CCN(CC)CCNC(=O)C1:C:C(Cl):C:C(Cl):C:1OC,1
CC(=O)O[C@H]1C[C@@H]2C(COC(=O)CC(C)C)=CO[C@@H](OC(=O)CC(C)C)[C@@H]2[C@@]12CO2,1
CCCCOCC(CN1C(=O)N(CC(COCCCC)OC(N)=O)C(=O)C(CC)(C2:C:C:C:C:C:2)C1=O)OC(N)=O,1
FC1:C:C:C(C(CCCN2CCN(CCNC3:C:C:C:C:C:3)CC2)C2:C:C:C(F):C:C:2):C:C:1,1
C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC2(C)C1C(=O)CO,1
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C,1
CN1CCC(C)(CN2C3:C:C:C:C:C:3SC3:C:C:C:C:C:32)C1,1
CC1(C)OC(=O)NC1=O,1
CN(C)CCN1:C:N:C2:C:1:C(=O):N(C):C(=O):N:2C,1
CC(CC1:C:C:C:C:C:1)N(C)C,1
O=C1CN2C(=O)CCC2N1,1
CCCCCCCCCC1(C)OCC(COC(N)=O)O1,1
CC(=O)NNC(=O)CC(O)(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1,1
CO[C@]12CC[C@@]3(C[C@@H]1C(C)(C)O)[C@H]1CC4:C:C:C(O):C5:C:4[C@@]3(CCN1CC1CC1)[C@H]2O5,1
CCC1:C(OC):N:C2:N:C(C(=O)C3:C:C:C:C:C:3):C:N:2:C:1C,1
CC12NC(CC3:C:C:C:C:C:31)C1:C:C:C:C:C:12,1
CCCC(=O)O[C@]1(C(C)=O)CCC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1
COC1:C:C2:C(:C:C:1OC)C(=O)C(CC1CCN(CC3:C:C:C:C:C:3)CC1)C2.[Cl-].[H+],1
O=C(NCCC1:C:C:C(O):C(O):C:1)C12CC3CC(CC(C3)C1)C2,1
CCN1CC(CCN2CCOCC2)C(C2:C:C:C:C:C:2)(C2:C:C:C:C:C:2)C1=O,1
